"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1917,60.637304,2.340174,0.318619,35.814622,0.292729,0.050529,0.546024
1918,59.858734,2.414101,0.333458,36.491133,0.294452,0.052866,0.555257
1919,59.204674,2.510887,0.349669,37.013799,0.299374,0.056725,0.564872
1920,58.490532,2.579045,0.365706,37.623892,0.304674,0.061653,0.574498
1921,57.952602,2.648972,0.382193,38.054485,0.310641,0.067762,0.583345
1922,57.502020,2.718036,0.393305,38.400779,0.318395,0.075448,0.592017
1923,56.792141,2.784818,0.406815,39.005815,0.326986,0.084940,0.598485
1924,56.306622,2.857473,0.420815,39.372649,0.339460,0.096394,0.606588
1925,55.819671,2.926714,0.435118,39.742790,0.353042,0.107613,0.615053
1926,55.211504,2.993822,0.450672,40.234030,0.367335,0.119456,0.623180
1927,54.783619,3.063007,0.463554,40.545706,0.382079,0.131904,0.630131
1928,54.395757,3.135748,0.476430,40.814268,0.398570,0.144360,0.634866
1929,54.020179,3.205427,0.488227,41.078553,0.415979,0.155604,0.636030
1930,53.726516,3.277657,0.498955,41.261520,0.429898,0.167991,0.637462
1931,53.527541,3.349691,0.507566,41.355843,0.441086,0.179776,0.638498
1932,53.388206,3.424980,0.515011,41.382343,0.455319,0.193035,0.641106
1933,53.224163,3.507697,0.522816,41.422537,0.471754,0.207317,0.643717
1934,53.061036,3.600004,0.531950,41.446991,0.490050,0.223978,0.645991
1935,52.899267,3.698319,0.542225,41.459502,0.509772,0.241749,0.649166
1936,52.689436,3.800546,0.552664,41.518291,0.526892,0.260364,0.651807
1937,52.495866,3.899857,0.563309,41.555220,0.549921,0.281437,0.654390
1938,52.401554,4.008127,0.575603,41.484139,0.571103,0.302172,0.657302
1939,52.265555,4.115134,0.588120,41.453236,0.591375,0.324914,0.661668
1940,52.090173,4.242334,0.600187,41.451119,0.611633,0.341913,0.662642
1941,51.845528,4.367973,0.613662,41.523637,0.630348,0.352497,0.666355
1942,51.540242,4.460243,0.629075,41.684239,0.646407,0.368747,0.671048
1943,51.231787,4.540345,0.644085,41.860666,0.661968,0.386599,0.674549
1944,50.859491,4.610236,0.661384,42.100654,0.679816,0.411185,0.677235
1945,50.395215,4.630944,0.681176,42.464631,0.700351,0.445649,0.682034
1946,50.062585,4.623116,0.699117,42.687135,0.750600,0.490828,0.686619
1947,49.746436,4.623891,0.714453,42.911289,0.770469,0.542903,0.690559
1948,49.452118,4.629375,0.729905,43.122829,0.792213,0.579914,0.693648
1949,49.292563,4.673197,0.747686,43.158211,0.811917,0.619644,0.696781
1950,49.065099,4.715432,0.770290,43.242704,0.848982,0.650640,0.706853
1951,48.881536,4.774242,0.793243,43.296067,0.893423,0.644452,0.717037
1952,48.725762,4.850283,0.818582,43.302810,0.937784,0.637275,0.727504
1953,48.574728,4.931961,0.842686,43.303560,0.979303,0.631516,0.736246
1954,48.475218,5.025066,0.867268,43.231469,1.025378,0.627888,0.747713
1955,48.365075,5.126259,0.893021,43.154420,1.073452,0.629706,0.758067
1956,48.255736,5.237429,0.917906,43.063951,1.123599,0.633696,0.767683
1957,48.164559,5.371204,0.942940,42.932382,1.174282,0.637823,0.776810
1958,48.049917,5.594984,0.968193,42.740739,1.217432,0.643064,0.785671
1959,47.898394,5.877271,0.990260,42.527996,1.262854,0.648282,0.794943
1960,47.758425,6.181359,1.012259,42.282294,1.302775,0.658596,0.804292
1961,47.672604,6.419103,1.034696,42.048164,1.341843,0.669649,0.813940
1962,47.614677,6.615878,1.056138,41.822289,1.383686,0.684023,0.823309
1963,47.569762,6.810979,1.077725,41.587393,1.420259,0.700837,0.833046
1964,47.520742,7.002291,1.101426,41.352531,1.457522,0.721780,0.843707
1965,47.450567,7.205034,1.127885,41.118637,1.493256,0.748451,0.856170
1966,47.363449,7.418269,1.153136,40.891021,1.527889,0.779612,0.866623
1967,47.267524,7.616961,1.179999,40.683420,1.564335,0.809851,0.877910
1968,47.162208,7.831798,1.208461,40.462659,1.601511,0.844890,0.888473
1969,47.039883,8.076816,1.237686,40.222930,1.640297,0.883843,0.898544
1970,46.867866,8.378333,1.267624,39.976164,1.681060,0.921892,0.907061
1971,46.696569,8.696089,1.300620,39.704151,1.719826,0.967523,0.915222
1972,46.515793,9.012053,1.333815,39.443621,1.757736,1.014429,0.922553
1973,46.328095,9.323416,1.367983,39.179587,1.798715,1.070910,0.931293
1974,46.160132,9.623221,1.402063,38.906080,1.841804,1.126738,0.939960
1975,46.003912,9.936785,1.433430,38.619199,1.881444,1.176774,0.948456
1976,45.846332,10.240687,1.466507,38.336934,1.919439,1.235665,0.954437
1977,45.666557,10.555758,1.498429,38.067584,1.955380,1.294395,0.961897
1978,45.493948,10.871581,1.532035,37.793125,1.991172,1.348223,0.969918
1979,45.321201,11.180833,1.568414,37.520609,2.029136,1.403011,0.976795
1980,45.168487,11.473686,1.608930,37.243428,2.067234,1.451936,0.986299
1981,45.010927,11.752518,1.650198,36.990303,2.100259,1.498481,0.997314
1982,44.861272,12.038960,1.693028,36.721371,2.132259,1.544451,1.008658
1983,44.711702,12.329912,1.736576,36.452286,2.159714,1.592156,1.017654
1984,44.534000,12.629169,1.784188,36.200027,2.185789,1.639774,1.027052
1985,44.371373,12.934794,1.829756,35.927267,2.210595,1.690172,1.036042
1986,44.202421,13.243988,1.875419,35.655946,2.235019,1.743127,1.044081
1987,44.015079,13.556857,1.917176,35.402536,2.260992,1.794045,1.053314
1988,43.794553,13.893729,1.959193,35.158174,2.286120,1.846496,1.061735
1989,43.565984,14.228746,1.994597,34.928459,2.309624,1.901109,1.071480
1990,43.356408,14.561706,2.022075,34.692304,2.332246,1.954792,1.080468
1991,43.094792,14.896825,2.050462,34.441752,2.352973,2.074494,1.088701
1992,42.805977,15.253660,2.076552,34.247776,2.375769,2.142119,1.098146
1993,42.487003,15.616695,2.105428,34.066920,2.401006,2.215573,1.107376
1994,42.136945,15.991830,2.133740,33.903629,2.427154,2.289700,1.117003
1995,41.781058,16.380383,2.165366,33.737524,2.455025,2.354152,1.126493
1996,41.418943,16.771791,2.195103,33.579758,2.483312,2.415326,1.135768
1997,41.048238,17.155395,2.226236,33.437852,2.515077,2.471445,1.145757
1998,40.698594,17.490595,2.258761,33.314938,2.550945,2.529695,1.156471
1999,40.345248,17.821298,2.288322,33.197305,2.586740,2.593757,1.167329
2000,39.980857,18.152259,2.320414,33.085269,2.618413,2.665298,1.177489
2001,39.637272,18.478026,2.350274,32.962035,2.649607,2.734830,1.187957
2002,39.285375,18.825757,2.378272,32.831529,2.679768,2.801323,1.197976
2003,38.917087,19.212014,2.408953,32.678359,2.707004,2.869714,1.206869
2004,38.528203,19.633625,2.441788,32.507067,2.730664,2.943414,1.215239
2005,38.126259,20.086011,2.472823,32.321266,2.754502,3.016707,1.222432
2006,37.722566,20.561572,2.503167,32.112913,2.776728,3.093922,1.229132
2007,37.308038,21.058768,2.533721,31.901022,2.798630,3.164858,1.234964
2008,36.891256,21.569569,2.565567,31.667549,2.823648,3.241787,1.240624
2009,36.466383,22.102908,2.597470,31.417581,2.847023,3.323089,1.245545
2010,36.032665,22.660438,2.626578,31.154549,2.873112,3.403687,1.248972
2011,35.585022,23.258649,2.655141,30.871051,2.897169,3.481751,1.251217
2012,35.142180,23.858844,2.680903,30.575993,2.922929,3.566339,1.252811
2013,34.702310,24.446849,2.705372,30.298349,2.951091,3.642671,1.253357
2014,34.261902,25.016163,2.735382,30.031372,2.978420,3.722574,1.254187
2015,33.844194,25.561809,2.761383,29.768469,3.003346,3.805450,1.255349
2016,33.446471,26.087668,2.788559,29.509609,3.024277,3.886152,1.257264
2017,33.059207,26.605468,2.815541,29.250694,3.042588,3.967721,1.258782
2018,32.673019,27.129493,2.840184,29.001510,3.054782,4.041222,1.259791
2019,32.292392,27.649398,2.865047,28.753652,3.065250,4.113354,1.260908
2020,31.930526,28.159135,2.886721,28.504308,3.072951,4.184743,1.261617
