"Year","Coal","Oil","Gas","Cement","Flaring"
2000,9.012492,10.284601,4.734842,0.717654,0.269650
2001,9.062812,10.374439,4.782719,0.747881,0.271823
2002,9.455515,10.369750,4.923490,0.788755,0.286896
2003,10.250968,10.663935,5.096389,0.847688,0.288326
2004,10.897003,11.014798,5.267579,0.906844,0.311240
2005,11.570086,11.105161,5.394105,0.960272,0.332128
2006,12.222242,11.209075,5.519419,1.047467,0.333497
2007,12.811338,11.246437,5.705789,1.122720,0.348422
2008,13.234705,11.201883,5.872526,1.138771,0.362430
2009,13.067147,10.999251,5.760081,1.170486,0.367550
2010,13.970832,11.306793,6.205800,1.247674,0.367088
2011,14.781225,11.337211,6.377916,1.343288,0.354303
2012,14.949697,11.499119,6.507532,1.377854,0.364405
2013,15.042880,11.586005,6.552317,1.438774,0.369849
2014,15.062902,11.632233,6.660134,1.493853,0.381463
2015,14.718203,11.881131,6.785935,1.437305,0.372364
2016,14.360628,11.959219,6.967333,1.478758,0.387691
2017,14.453702,12.130801,7.117014,1.500493,0.422856
2018,14.718145,12.190055,7.457572,1.566740,0.412217
2019,14.573219,12.229642,7.553394,1.608472,0.434596
2020,13.976098,11.072501,7.399509,1.626371,0.435034
