"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1959,3.711831,1.305216,0.147911,3.074773,0.237429,0.070768,0.094892
1960,3.961923,1.450628,0.156640,3.153167,0.235387,0.090276,0.100794
1961,4.106401,1.301370,0.162079,3.146277,0.240127,0.094484,0.103475
1962,4.333286,1.235762,0.166426,3.264749,0.260583,0.109295,0.107011
1963,4.607006,1.302210,0.176448,3.403863,0.258436,0.123593,0.114232
1964,4.836005,1.365451,0.193764,3.576251,0.275807,0.144769,0.123781
1965,4.978520,1.480123,0.213785,3.726811,0.285428,0.172795,0.136421
1966,5.149149,1.601345,0.221262,3.911560,0.297288,0.198951,0.136421
1967,5.262923,1.623023,0.237258,4.077366,0.317552,0.205539,0.145039
1968,5.508267,1.782979,0.257597,4.238433,0.339347,0.236683,0.150659
1969,5.808331,2.024791,0.278139,4.444661,0.368824,0.268463,0.158872
1970,6.090346,2.416468,0.302943,4.795017,0.405993,0.285360,0.165210
1971,6.312748,2.623368,0.332206,4.844238,0.419131,0.334432,0.171416
1972,6.541129,2.773361,0.352242,5.086476,0.439157,0.360838,0.176574
1973,6.833579,2.928287,0.378427,5.310752,0.480020,0.428508,0.193030
1974,6.851164,2.973085,0.388873,5.165765,0.503087,0.443725,0.195278
1975,6.889733,3.147944,0.387839,5.039503,0.501744,0.434455,0.198039
1976,7.264647,3.299548,0.420868,5.330533,0.524652,0.508019,0.197034
1977,7.320281,3.518148,0.433857,5.490341,0.536897,0.534301,0.211779
1978,7.552390,3.697569,0.463282,5.579212,0.560325,0.536268,0.223037
1979,7.732355,3.838299,0.500009,5.690902,0.596944,0.569337,0.224817
1980,7.735701,3.848275,0.536510,5.519487,0.610069,0.554360,0.241826
1981,7.453972,3.824174,0.549382,5.400077,0.584784,0.552114,0.250294
1982,7.394331,3.961970,0.572599,5.165997,0.588288,0.564116,0.255319
1983,7.400814,4.113851,0.595437,5.115487,0.573891,0.594463,0.245823
1984,7.451776,4.360265,0.650282,5.364407,0.589367,0.622450,0.258589
1985,7.775661,4.603612,0.666680,5.362014,0.605224,0.670804,0.266199
1986,7.788330,4.787149,0.690696,5.361659,0.618601,0.713667,0.265994
1987,7.812752,5.008256,0.690791,5.562735,0.651266,0.729572,0.283276
1988,7.846146,5.430048,0.726041,5.812214,0.674433,0.777182,0.289734
1989,7.813976,5.601729,0.699214,5.918867,0.679424,0.821787,0.306571
1990,8.015600,5.782840,0.659287,5.889221,0.690913,0.845152,0.308652
1991,7.714400,6.021992,0.689018,5.838476,0.697253,0.936524,0.311911
1992,7.078832,6.251758,0.668670,5.964473,0.707816,1.020018,0.318309
1993,6.791999,6.497958,0.708847,6.070023,0.744272,1.104748,0.323195
1994,6.433800,6.787075,0.719612,6.189185,0.766744,1.146399,0.332283
1995,6.415245,7.150447,0.771983,6.244654,0.805151,1.103221,0.340484
1996,6.464358,7.463209,0.783243,6.464014,0.837860,1.118079,0.350221
1997,6.258132,7.591981,0.812892,6.577053,0.886872,1.101633,0.362604
1998,6.232191,7.278946,0.838011,6.649045,0.938232,1.145349,0.372782
1999,6.147592,7.442806,0.830386,6.739565,0.961771,1.237955,0.382601
2000,6.149037,7.730383,0.886551,6.973849,0.955243,1.363336,0.388946
2001,6.275945,7.878969,0.884157,6.875295,0.971594,1.383409,0.399754
2002,6.241659,8.381798,0.892564,6.924046,0.991239,1.401221,0.406968
2003,6.387845,9.227394,0.967209,7.032651,1.009452,1.492659,0.415297
2004,6.419138,10.062472,1.036675,7.134321,1.016218,1.623514,0.428591
2005,6.410337,10.838649,1.057331,7.175073,1.057194,1.687952,0.431132
2006,6.509442,11.562440,1.090184,7.100371,1.077599,1.804993,0.440843
2007,6.457363,12.285426,1.132282,7.206175,1.110673,1.801597,0.444819
2008,6.384572,12.878514,1.181380,6.987168,1.178625,1.937490,0.453219
2009,5.871171,13.390330,1.191024,6.501382,1.161335,2.027058,0.442117
2010,6.098535,14.411073,1.218012,6.699118,1.259076,2.124538,0.446529
2011,6.023668,15.570936,1.258698,6.595000,1.280583,2.180920,0.446684
2012,5.972232,16.120336,1.253133,6.404905,1.335088,2.340939,0.445704
2013,5.815575,16.426930,1.260305,6.538712,1.394962,2.292736,0.435709
2014,5.589757,16.619524,1.363489,6.575086,1.409379,2.405327,0.443189
2015,5.594384,16.641157,1.322724,6.427396,1.390280,2.501118,0.447646
2016,5.590253,16.701864,1.356705,6.290980,1.345292,2.522938,0.459100
2017,5.620307,17.051310,1.384361,6.237569,1.332158,2.608578,0.459651
2018,5.593057,17.695310,1.385634,6.410876,1.269215,2.565468,0.461316
2019,5.430239,18.017215,1.408468,6.274329,1.251918,2.597996,0.464572
2020,4.946035,17.755557,1.326034,5.606127,1.163202,2.568154,0.437919
