"Year","Coal","Oil","Gas","Cement"
1950,0.068903,7.903248,2.304656,0.247131
1951,0.076944,10.544992,2.971504,0.305280
1952,0.069616,10.882080,3.612704,0.414308
1953,0.080608,10.167600,4.481072,0.486994
1954,0.087930,10.731088,5.048631,0.599614
1955,0.084272,16.971648,5.668208,0.632365
1956,0.084267,17.370045,6.177156,0.715914
1957,0.095264,17.825360,7.474560,0.865005
1958,0.098921,6.917167,8.104223,0.799489
1959,0.091605,19.801369,8.647526,0.926795
1960,0.095264,14.883168,9.500752,0.734125
1961,0.113584,11.541600,10.112640,0.748663
1962,0.377418,8.043025,10.692277,0.759617
1963,0.450672,13.113456,11.559920,0.781371
1964,0.531314,11.216231,12.718568,0.915899
1965,0.567954,13.561282,13.473341,1.043102
1966,0.472656,10.610944,14.326240,1.043040
1967,0.597265,13.040903,15.693786,1.112153
1968,0.982007,13.487938,16.199449,1.206650
1969,0.809701,16.054795,16.673978,1.057520
1970,0.923328,17.158512,18.785328,1.308278
1971,0.494611,10.654288,19.568277,1.384581
1972,0.545904,13.951694,19.780777,1.475433
1973,0.982006,13.370673,23.619446,1.686308
1974,0.703522,31.123535,24.304498,1.726369
1975,0.670551,32.149783,23.630494,1.729919
1976,0.538574,26.316829,22.301342,1.742581
1977,1.069950,30.017215,25.107173,1.542344
1978,0.373728,35.797280,25.955776,1.677888
1979,0.600925,38.796290,30.038911,1.941863
1980,0.732800,49.790096,32.902720,2.358016
1981,0.271147,53.368288,31.625245,2.364982
1982,0.381041,53.378720,32.949058,2.627580
1983,0.501988,52.280011,34.234100,2.140966
1984,0.633872,48.654256,37.632944,2.296634
1985,0.326108,58.116808,36.579036,2.535884
1986,0.337088,59.151616,41.014816,2.745476
1987,0.399376,58.404160,40.970848,2.908181
1988,0.663184,61.335360,42.762544,2.940716
1989,1.025920,60.730800,39.047248,2.131506
1990,1.216448,67.293024,42.344848,2.465389
1991,1.139504,59.481376,43.077648,2.977820
1992,1.231104,72.822000,19.338592,3.084588
1993,1.003966,68.225720,39.836199,3.194823
1994,0.762134,62.637868,50.040677,3.224236
1995,0.018320,59.961360,57.165728,3.559620
1996,0.058624,46.683024,64.120000,3.494589
1997,0.124579,55.500137,65.668017,3.754912
1998,3.517539,67.595365,54.668411,3.769021
1999,0.131907,85.981627,47.930012,3.893348
2000,0.479984,82.571904,50.006272,3.926393
2001,0.175872,74.811552,46.712336,3.947254
2002,0.065952,101.492800,55.711120,3.156002
2003,0.157552,95.187056,51.823616,3.449658
2004,0,85.349216,51.101808,2.225788
2005,0.139232,97.271872,44.323408,2.565385
2006,0.648528,100.646416,45.730384,4.893373
2007,0.403040,99.279744,46.734320,3.525492
2008,0.512960,101.591728,45.026896,3.506391
2009,0.861060,98.875288,43.727170,3.466830
2010,0.754798,132.738215,47.684189,3.076254
2011,0.776768,106.387904,47.877488,3.343833
2012,0.798752,106.560112,49.742464,3.418936
2013,0.795088,128.254656,48.511360,3.489828
2014,0.747471,106.716140,46.647320,3.161106
2015,0.699824,98.382064,46.433872,3.268599
2016,0.582576,83.663776,48.756848,2.305139
2017,0.490976,75.467408,47.826192,2.153852
2018,0.392060,52.748589,41.704949,0.800230
2019,0.285792,52.135056,34.474576,0.597186
2020,0.197856,38.285136,25.713952,0.557374
2021,0.201520,40.369952,37.940720,0.995310
2022,0.217430,51.739344,39.241153,1.035123
2023,0.267352,62.578778,40.089067,1.035123
2024,0.292380,56.231998,42.854769,1.035123
