"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.006600,0.000070,0.200800,0.053900
1962,0.008700,0.000070,0.206600,0.030300
1963,0.010800,0.000030,0.164600,0.012500
1964,0.012600,0.000030,0.167200,0.006300
1965,0.010500,0.000063,0.181400,0.001800
1966,0.014300,0.000063,0.188400,0.001300
1967,0.005500,0.000100,0.199400,0.000200
1968,0.002800,0.000100,0.217200,0.000200
1969,0.004600,0.000100,0.236200,0.002000
1970,0.009500,0.000100,0.251600,0.003000
1971,0.011100,0.000100,0.241800,0.002800
1972,0.006500,0.000100,0.264600,0.002700
1973,0.005800,0.000100,0.286400,0.001300
1974,0.012100,0.000100,0.359800,0.001600
1975,0.012100,0.000100,0.254200,0.001600
1976,0.339200,0.024100,0.305636,0.033900
1977,0.305800,0.057900,0.396800,0.018700
1978,0.284200,0.062900,0.438200,0.029600
1979,0.281700,0.064900,0.433600,0.024000
1980,0.263400,0.068100,0.440800,0.023400
1981,0.192600,0.068100,0.484000,0.095700
1982,0.192000,0.073300,0.430200,0.113600
1983,0.195400,0.033400,0.439000,0.107000
1984,0.062100,0.033600,0.412600,0.032000
1985,0.061900,0.015400,0.383400,0.011800
1986,0.038100,0.015400,0.392000,0.011800
1987,0.016300,0.015400,0.395000,0.011800
1988,0.026700,0.015400,0.494800,0.011800
1989,0.013800,0.015300,0.303800,0.000200
1990,0.008300,0.015300,0.271000,0.001073
1991,0.016900,0.019400,0.352800,0.000995
1992,0.109446,0.102224,0.406526,0.030692
1993,0.018415,0.019773,0.355556,0.011566
1994,0.011800,0.028291,0.371000,0.000956
1995,0.011100,0.028200,0.326400,0.047300
1996,0.005100,0.021400,0.276200,0.005200
1997,0.006000,0.055200,0.414400,0.003300
1998,0.035300,0.049100,0.448182,0.000400
1999,0.028200,0.052400,0.351200,0.000300
2000,0.041800,0.065500,0.524260,0.000300
2001,0.049600,0.068500,0.620400,0.000300
2002,0.042634,0.055039,0.433320,0
2003,0.015699,0.033158,0.345500,0
2004,0.032335,0.041427,0.465148,0
2005,0.007788,0.048776,0.525240,0
2006,0.008301,0.062801,0.579580,0
2007,0.029142,0.065033,0.629208,0
2008,0.024926,0.104677,0.741894,0.000232
2009,0.019511,0.080919,0.658334,0.000461
2010,0.004944,0.053217,0.460168,0.000489
2011,0.007449,0.057189,0.418744,0.000274
2012,0.013006,0.145761,0.466060,0.004426
2013,0.006320,0.063034,0.585010,0.007238
2014,0.001543,0.038157,0.444868,0.006407
2015,0.000426,0.015644,0.265640,0.000040
2016,0.000356,0.004645,0.130462,0
2017,0.000564,0.003973,0.076592,0.000283
2018,0.000033,0.001729,0.054576,0.000068
2019,0.000096,0.005038,0.075398,0.000165
2020,0.000005,0.010638,0.065564,0.000409
2021,0.000111,0.006671,0.078404,0.000001
2022,0.000183,0.012241,0.065228,0
2023,0.001182,0.034639,0.096970,0.000020
