"Year","Sawnwood","Wood panels","Paper & paper products","Roundwood"
1961,0.154000,0.011400,0.197600,1.688653
1962,0.155000,0.012300,0.211200,1.742084
1963,0.244000,0.013900,0.206600,1.816652
1964,0.326000,0.020000,0.277000,1.947189
1965,0.215000,0.025600,0.303200,2.036029
1966,0.205000,0.024700,0.326800,2.105508
1967,0.201000,0.035400,0.354800,2.115960
1968,0.250000,0.044400,0.397600,2.162723
1969,0.311000,0.051200,0.446800,2.170834
1970,0.328000,0.059000,0.499200,2.324332
1971,0.328000,0.064000,0.504600,2.342742
1972,0.326000,0.068000,0.552000,2.489691
1973,0.332000,0.075000,0.668000,2.518001
1974,0.378000,0.071000,0.684600,2.652508
1975,0.349000,0.081000,0.789400,2.662129
1976,0.349000,0.083000,0.846000,2.699816
1977,0.349000,0.074000,0.927800,2.746085
1978,0.349000,0.069000,0.984600,2.811803
1979,0.349000,0.101000,1.023800,2.883636
1980,0.349000,0.136000,1.002400,2.982999
1981,0.349000,0.151000,1.006000,2.936551
1982,0.220000,0.101000,0.964000,2.926190
1983,0.210000,0.129000,0.974000,3.374520
1984,0.210000,0.133000,1.114000,3.119386
1985,0.308000,0.109600,1.102000,3.289046
1986,0.336000,0.147700,1.224000,3.443789
1987,0.336000,0.143700,1.332000,3.715474
1988,0.296000,0.167000,1.440000,3.858747
1989,0.290000,0.157000,1.072000,3.798509
1990,0.201000,0.113000,1.244000,3.928333
1991,0.227000,0.169000,1.326000,3.855726
1992,0.451000,0.178000,1.318000,4.271825
1993,0.258000,0.151000,1.214000,4.350439
1994,0.230000,0.065000,1.256000,4.383420
1995,0.222000,0.065000,1.472000,4.305961
1996,0.233000,0.065000,1.342000,4.590602
1997,0.250000,0.060000,1.416000,4.738202
1998,0.261000,0.103800,0.986200,4.638777
1999,0.174000,0.067900,1.142000,5.317840
2000,0.202000,0.072000,0.912000,4.707654
2001,0.301000,0.097000,0.852478,4.620299
2002,0.364000,0.257000,0.476218,5.107911
2003,0.501000,0.242000,0.604194,4.802503
2004,0.479000,0.213000,0.878928,5.319092
2005,0.562000,0.227000,0.809476,5.285693
2006,0.838000,0.708400,0.882660,5.556521
2007,0.848000,0.673800,0.953606,6.061100
2008,0.950000,0.674800,1.251600,6.262500
2009,0.950000,0.674800,1.186284,6.358625
2010,0.950000,0.523000,0.966986,5.904562
2011,0.950000,0.490000,1.113404,5.830388
2012,0.950000,0.254000,0.671610,5.420793
2013,0.950000,0.308000,0.671610,5.517782
2014,0.950000,0.310000,0.671610,5.514360
2015,0.950000,0.310000,0.671610,5.551531
2016,0.950000,0.310000,0.671610,5.574437
2017,0.950000,0.310000,0.671610,5.597702
2018,0.950000,0.310000,0.671610,5.621326
2019,0.950000,0.310000,0.671610,5.645310
2020,0.950000,0.310000,0.671610,5.669652
2021,0.950000,0.310000,0.671610,5.694226
2022,0.950000,0.310000,0.671610,5.719154
2023,0.950000,0.310000,0.671610,5.744437
